	City ID	City Name	Country	Longitude	Latitude	Weather ID	Weather Main	Weather Description	Temperature	Feels Like	Minimum Temperature	Maximum Temperature	Pressure	Humidity	Sea Level	Ground Level	Visibility	Wind Speed	Wind Degrees	Cloudiness Percentage	Sunrise Time	Sunset Time	Time of Data	Pipeline Version	Data Source	Created By	Load Datetime
0	6693674	Petah Tikva	IL	34.886	32.0878	800	Clear	clear sky	26.970000000000027	26.610000000000014	26.910000000000025	28.200000000000045	1019	35	1019	1015	10000	2.57	260	0	2025-11-18 04:12:05	2025-11-18 14:39:27	2025-11-18 09:58:22	v1.0	OpenWeather API	Aviv Yunker	2025-11-24 16:57:58.006247
