	City ID	City Name	Country	Longitude	Latitude	Weather ID	Weather Main	Weather Description	Temperature	Feels Like	Minimum Temperature	Maximum Temperature	Pressure	Humidity	Sea Level	Ground Level	Visibility	Wind Speed	Wind Degrees	Cloudiness Percentage	Sunrise Time	Sunset Time	Time of Data	Pipeline Version	Data Source	Created By	Load Datetime
0	6693674	Petah Tikva	IL	34.8874	32.0883	803	Clouds	broken clouds	22.860000000000014	23.160000000000025	21.54000000000002	22.910000000000025	1015	75	1015	1012	8000	3.6	180	64	2025-11-24 04:17:26	2025-11-24 14:37:12	2025-11-24 17:00:25	v1.0	OpenWeather API	Aviv Yunker	2025-11-27 12:13:21.127135
